IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2009,false,Sex,Female,SEX_FMLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,29.30,,,24.3,,35.29,29.3 [24.3-35.3],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,MCO,Monaco,Year,2009,false,Sex,Female,SEX_FMLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,2.96,,,2.73,,3.2,3.0 [2.7-3.2],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,SVN,Slovenia,Year,2009,false,Sex,Male,SEX_MLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,2.99,,,2.78,,3.21,3.0 [2.8-3.2],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,ESP,Spain,Year,2009,false,Sex,Female,SEX_FMLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,3.01,,,2.93,,3.09,3.0 [2.9-3.1],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,CYP,Cyprus,Year,2009,false,Sex,Male,SEX_MLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,3.14,,,2.8,,3.51,3.1 [2.8-3.5],,"Some UN IGME indicators are calculated using population and live birth numbers from the World Population Prospects: The 2024 revision (WPP). The WPP numbers for Cyprus refer to the entire country. However, the underlying data used to calculate mortality rates estimates, provided by the Health Monitoring Unit of the Cyprus Ministry of Health, cover only the government-controlled areas, whereas according to Eurostat, the number of live births in 2023 was 10,295 (https://ec.europa.eu/eurostat/databrowser/view/tps00204/), the population on 1 January 2023 was 920,701 (https://ec.europa.eu/eurostat/databrowser/view/tps00001/), the population under 5 was 49,326,  adolescent population was 99,207 and the number of women of reproductive age was 235,268 (https://doi.org/10.2908/DEMO_PJAN).",EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,GRC,Greece,Year,2009,false,Sex,Female,SEX_FMLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,3.08,,,2.95,,3.21,3.1 [2.9-3.2],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,NOR,Norway,Year,2009,false,Sex,Male,SEX_MLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,3.08,,,2.91,,3.24,3.1 [2.9-3.2],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,PRT,Portugal,Year,2009,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,3.10,,,2.99,,3.22,3.1 [3.0-3.2],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,FRA,France,Year,2009,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,3.15,,,3.09,,3.21,3.1 [3.1-3.2],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,ITA,Italy,Year,2009,false,Sex,Female,SEX_FMLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,3.16,,,3.07,,3.24,3.2 [3.1-3.2],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,CZE,Czechia,Year,2009,false,Sex,Male,SEX_MLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,3.20,,,3.06,,3.34,3.2 [3.1-3.3],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,DEU,Germany,Year,2009,false,Sex,Female,SEX_FMLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,3.18,,,3.11,,3.26,3.2 [3.1-3.3],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,DNK,Denmark,Year,2009,false,Sex,Female,SEX_FMLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,3.25,,,3.09,,3.42,3.3 [3.1-3.4],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,MCO,Monaco,Year,2009,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,3.33,,,3.11,,3.57,3.3 [3.1-3.6],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,ESP,Spain,Year,2009,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,3.28,,,3.22,,3.35,3.3 [3.2-3.3],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,BEL,Belgium,Year,2009,false,Sex,Female,SEX_FMLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,3.30,,,3.19,,3.43,3.3 [3.2-3.4],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,AUT,Austria,Year,2009,false,Sex,Female,SEX_FMLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,3.32,,,3.17,,3.48,3.3 [3.2-3.5],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,GRC,Greece,Year,2009,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,3.34,,,3.22,,3.46,3.3 [3.2-3.5],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,IRL,Ireland,Year,2009,false,Sex,Female,SEX_FMLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,3.34,,,3.18,,3.51,3.3 [3.2-3.5],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,PRT,Portugal,Year,2009,false,Sex,Male,SEX_MLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,3.37,,,3.22,,3.51,3.4 [3.2-3.5],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,ITA,Italy,Year,2009,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,3.44,,,3.38,,3.51,3.4 [3.4-3.5],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,EST,Estonia,Year,2009,false,Sex,Female,SEX_FMLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,3.49,,,3.22,,3.76,3.5 [3.2-3.8],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,FRA,France,Year,2009,false,Sex,Male,SEX_MLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,3.46,,,3.39,,3.54,3.5 [3.4-3.5],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,ISR,Israel,Year,2009,false,Sex,Female,SEX_FMLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,3.53,,,3.41,,3.64,3.5 [3.4-3.6],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,NLD,Netherlands (Kingdom of the),Year,2009,false,Sex,Female,SEX_FMLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,3.49,,,3.38,,3.6,3.5 [3.4-3.6],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,DEU,Germany,Year,2009,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,3.55,,,3.49,,3.61,3.5 [3.5-3.6],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,ESP,Spain,Year,2009,false,Sex,Male,SEX_MLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,3.55,,,3.46,,3.63,3.5 [3.5-3.6],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,DNK,Denmark,Year,2009,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,3.57,,,3.41,,3.72,3.6 [3.4-3.7],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,GRC,Greece,Year,2009,false,Sex,Male,SEX_MLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,3.59,,,3.45,,3.73,3.6 [3.4-3.7],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,CHE,Switzerland,Year,2009,false,Sex,Female,SEX_FMLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,3.64,,,3.49,,3.81,3.6 [3.5-3.8],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,MCO,Monaco,Year,2009,false,Sex,Male,SEX_MLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,3.68,,,3.42,,3.97,3.7 [3.4-4.0],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,IRL,Ireland,Year,2009,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,3.65,,,3.51,,3.81,3.7 [3.5-3.8],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,AUT,Austria,Year,2009,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,3.69,,,3.55,,3.84,3.7 [3.6-3.8],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,ITA,Italy,Year,2009,false,Sex,Male,SEX_MLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,3.72,,,3.63,,3.81,3.7 [3.6-3.8],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,BEL,Belgium,Year,2009,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,3.75,,,3.65,,3.86,3.8 [3.7-3.9],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,ISR,Israel,Year,2009,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,3.80,,,3.71,,3.89,3.8 [3.7-3.9],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,AND,Andorra,Year,2009,false,Sex,Female,SEX_FMLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,3.89,,,1.94,,7.73,3.9 [1.9-7.7],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,DNK,Denmark,Year,2009,false,Sex,Male,SEX_MLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,3.87,,,3.68,,4.06,3.9 [3.7-4.1],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,EST,Estonia,Year,2009,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,3.89,,,3.66,,4.15,3.9 [3.7-4.2],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,DEU,Germany,Year,2009,false,Sex,Male,SEX_MLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,3.90,,,3.81,,3.98,3.9 [3.8-4.0],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,NLD,Netherlands (Kingdom of the),Year,2009,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,3.87,,,3.78,,3.96,3.9 [3.8-4.0],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,TKM,Turkmenistan,Year,2009,false,Sex,Female,SEX_FMLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,30.23,,,23.43,,38.98,30.2 [23.4-39.0],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2009,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,30.35,,,25.94,,35.85,30.4 [25.9-35.9],,"The most recent official national estimates of neonatal, infant and under-five mortality rates in Uzbekistan are from the vital registration system, with a rate of 4.5, 8.7 and 11.4 deaths per 1,000 live births for both sexes, respectively, in 2022. The most recent official sex-specific estimates from the vital registration system for infant and under-five mortality for males are 9.6 and 12.4 deaths per 1,000 live births and 7.7 and 10.2 deaths per 1,000 live births for females, respectively, in 2022.",EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2009,false,Sex,Male,SEX_MLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,30.77,,,29.36,,32.27,30.8 [29.4-32.3],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2009,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,31.52,,,27.95,,35.4,31.5 [27.9-35.4],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2009,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,31.56,,,26.33,,37.79,31.6 [26.3-37.8],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2009,false,Sex,Male,SEX_MLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,33.71,,,27.98,,40.47,33.7 [28.0-40.5],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2009,false,Sex,Male,SEX_MLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,34.52,,,29.35,,40.86,34.5 [29.4-40.9],,"The most recent official national estimates of neonatal, infant and under-five mortality rates in Uzbekistan are from the vital registration system, with a rate of 4.5, 8.7 and 11.4 deaths per 1,000 live births for both sexes, respectively, in 2022. The most recent official sex-specific estimates from the vital registration system for infant and under-five mortality for males are 9.6 and 12.4 deaths per 1,000 live births and 7.7 and 10.2 deaths per 1,000 live births for females, respectively, in 2022.",EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2009,false,Sex,Male,SEX_MLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,35.53,,,31.3,,40.1,35.5 [31.3-40.1],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,TKM,Turkmenistan,Year,2009,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,35.87,,,28.01,,46.1,35.9 [28.0-46.1],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,IRL,Ireland,Year,2009,false,Sex,Male,SEX_MLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,3.95,,,3.77,,4.15,4.0 [3.8-4.1],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,CHE,Switzerland,Year,2009,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,3.97,,,3.83,,4.11,4.0 [3.8-4.1],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,BLR,Belarus,Year,2009,false,Sex,Female,SEX_FMLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,4.00,,,3.85,,4.17,4.0 [3.8-4.2],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,AUT,Austria,Year,2009,false,Sex,Male,SEX_MLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,4.04,,,3.86,,4.22,4.0 [3.9-4.2],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,ISR,Israel,Year,2009,false,Sex,Male,SEX_MLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,4.06,,,3.94,,4.19,4.1 [3.9-4.2],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2009,false,Sex,Female,SEX_FMLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,4.12,,,4.02,,4.22,4.1 [4.0-4.2],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,BEL,Belgium,Year,2009,false,Sex,Male,SEX_MLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,4.18,,,4.04,,4.31,4.2 [4.0-4.3],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,NLD,Netherlands (Kingdom of the),Year,2009,false,Sex,Male,SEX_MLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,4.23,,,4.11,,4.35,4.2 [4.1-4.4],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,EST,Estonia,Year,2009,false,Sex,Male,SEX_MLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,4.28,,,3.98,,4.6,4.3 [4.0-4.6],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,CHE,Switzerland,Year,2009,false,Sex,Male,SEX_MLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,4.29,,,4.11,,4.46,4.3 [4.1-4.5],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,AND,Andorra,Year,2009,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,4.45,,,2.22,,8.89,4.4 [2.2-8.9],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,HRV,Croatia,Year,2009,false,Sex,Female,SEX_FMLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,4.45,,,4.23,,4.67,4.5 [4.2-4.7],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2009,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,4.61,,,4.52,,4.69,4.6 [4.5-4.7],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,BLR,Belarus,Year,2009,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,4.62,,,4.48,,4.75,4.6 [4.5-4.8],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,HRV,Croatia,Year,2009,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,4.84,,,4.65,,5.04,4.8 [4.6-5.0],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,HUN,Hungary,Year,2009,false,Sex,Female,SEX_FMLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,4.84,,,4.63,,5.05,4.8 [4.6-5.1],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,POL,Poland,Year,2009,false,Sex,Female,SEX_FMLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,4.95,,,4.82,,5.08,4.9 [4.8-5.1],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,TKM,Turkmenistan,Year,2009,false,Sex,Male,SEX_MLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,41.30,,,32.14,,53.03,41.3 [32.1-53.0],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,AND,Andorra,Year,2009,false,Sex,Male,SEX_MLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,4.98,,,2.51,,9.96,5.0 [2.5-10.0],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,LTU,Lithuania,Year,2009,false,Sex,Female,SEX_FMLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,4.97,,,4.63,,5.32,5.0 [4.6-5.3],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2009,false,Sex,Male,SEX_MLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,5.07,,,4.96,,5.18,5.1 [5.0-5.2],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,BLR,Belarus,Year,2009,false,Sex,Male,SEX_MLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,5.20,,,5.01,,5.38,5.2 [5.0-5.4],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,HRV,Croatia,Year,2009,false,Sex,Male,SEX_MLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,5.21,,,4.97,,5.47,5.2 [5.0-5.5],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,SVK,Slovakia,Year,2009,false,Sex,Female,SEX_FMLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,5.24,,,5.02,,5.47,5.2 [5.0-5.5],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,HUN,Hungary,Year,2009,false,Sex,Both sexes,SEX_BTSX,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,5.27,,,5.08,,5.45,5.3 [5.1-5.5],,,EN,2025-04-15 00:00:00
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),numeric,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2009,false,Sex,Female,SEX_FMLE,Age Group,0 to 11 months,AGEGROUP_MONTHS0-11,,,,,,,5.42,,,5.14,,5.72,5.4 [5.1-5.7],,,EN,2025-04-15 00:00:00
